g194.t1 B8N7G5.1        27.907  129     84      4       98      221     112     236     1.8     33.9
g194.t1 Q9M039.1        31.250  96      52      4       71      161     260     346     1.9     33.9
g194.t1 Q9LYZ9.1        34.483  58      34      2       263     317     240     296     9.3     32.0
g79.t1  Q8VYS0.1        59.091  374     143     4       1       371     1       367     9.80e-158       450
g79.t1  P43296.1        64.024  328     115     3       44      369     37      363     1.54e-153       439
g79.t1  P25804.1        61.176  340     121     2       30      368     30      359     9.18e-152       435
g79.t1  P43295.2        57.297  370     136     6       3       367     6       358     1.46e-151       434
g79.t1  Q10716.1        62.229  323     112     4       54      367     44      365     4.31e-146       421
g97.t1  Q9FZ42.1        65.854  287     93      3       8       293     6       288     2.65e-138       394
g97.t1  Q5KTS5.1        64.808  287     97      2       6       292     8       290     8.05e-138       393
g97.t1  Q9MA93.1        62.585  294     104     4       1       293     1       289     1.35e-127       367
g97.t1  Q75KH3.2        60.811  296     104     3       6       292     7       299     1.77e-124       360
g97.t1  O07575.1        51.034  290     132     3       3       292     9       288     1.44e-101       301
g98.t1  Q37906.1        30.000  110     62      4       67      168     58      160     1.5     32.7
g98.t1  Q8W257.1        26.829  82      57      1       59      137     46      127     6.1     31.2
g102.t1 Q54KB7.1        53.319  467     214     2       61      527     36      498     0.0     525
g102.t1 P82264.1        47.590  498     226     10      61      528     9       501     2.62e-150       442
g102.t1 Q64I01.1        46.215  502     227     9       61      528     63      555     8.41e-150       443
g102.t1 P49448.2        43.617  564     269     11      1       528     5       555     2.21e-149       442
g102.t1 Q64HZ8.1        46.016  502     228     9       61      528     63      555     2.33e-149       442
g110.t1 O22644.1        78.571  154     31      2       1       152     1       154     1.98e-70        211
g110.t1 Q9AT35.1        79.286  140     28      1       13      152     16      154     1.94e-65        199
g110.t1 Q9M3C3.1        84.677  124     19      0       29      152     31      154     1.74e-62        191
g110.t1 G1SE76.1        78.151  119     26      0       34      152     38      156     7.50e-61        187
g110.t1 Q8LD46.2        86.207  116     16      0       37      152     39      154     1.06e-60        187
g117.t1 Q3B8B2.2        40.000  210     119     3       109     312     99      307     1.98e-45        159
g117.t1 Q5RJV0.1        39.048  210     121     2       109     312     99      307     1.49e-44        157
g117.t1 Q5PPX7.1        39.048  210     121     3       109     312     75      283     1.29e-43        154
g117.t1 Q8K1Z0.1        38.942  208     120     2       111     312     97      303     3.62e-43        153
g117.t1 O75208.1        37.981  208     122     2       111     312     102     308     1.20e-42        152
g123.t1 Q94A20.1        61.925  239     89      2       12      250     20      256     1.98e-99        293
g123.t1 Q9SA63.1        57.322  239     93      4       16      248     12      247     2.46e-92        275
g123.t1 Q9M1V9.1        55.918  245     97      5       10      249     1       239     1.26e-85        257
g123.t1 Q9ZQX7.1        56.723  238     96      4       16      248     12      247     1.62e-83        252
g123.t1 F4JIE8.1        48.945  237     115     4       13      246     2       235     2.80e-70        218
g124.t1 Q9FPH3.1        63.492  315     114     1       14      327     8       322     1.10e-147       422
g124.t1 Q8RXU4.1        63.578  313     113     1       14      325     4       316     7.47e-144       413
g124.t1 O07051.1        49.375  320     154     4       14      333     2       313     6.67e-96        290
g124.t1 Q21890.3        42.945  326     177     5       9       329     60      381     1.18e-81        256
g124.t1 P75823.1        44.079  304     162     4       15      318     1       296     1.26e-81        254
g128.t1 P25848.3        50.168  297     138     2       44      330     1004    1300    1.25e-88        297
g128.t1 Q9XI87.1        36.268  284     147     10      50      321     168     429     4.11e-42        157
g128.t1 Q55GU0.1        34.507  284     152     7       34      309     652     909     5.40e-40        156
g128.t1 Q54I36.1        33.700  273     149     7       48      316     1061    1305    7.57e-37        147
g128.t1 Q54I36.1        27.933  179     108     6       146     309     830     1002    3.09e-07        56.6
g128.t1 P10533.1        30.847  295     169     11      38      320     61      332     8.57e-37        141
g139.t1 Q10992.1        57.692  78      31      1       44      121     1       76      1.30e-27        100
g139.t1 Q8H0X6.2        40.800  125     68      2       14      138     19      137     3.41e-27        103
g139.t1 Q0JNR2.1        45.370  108     53      2       31      138     47      148     2.88e-25        99.4
g139.t1 Q06445.1        47.253  91      46      1       29      119     1       89      8.44e-25        94.0
g139.t1 P31726.1        48.352  91      45      1       31      121     40      128     2.71e-24        94.0
g145.t1 O42929.1        39.181  171     99      2       1       171     20      185     1.53e-32        117
g145.t1 Q9P3T4.1        36.686  169     100     2       1       169     17      178     9.15e-27        102
g145.t1 A1C8E3.1        36.158  177     105     3       1       176     25      194     2.54e-26        102
g145.t1 Q2TVZ2.1        34.682  173     105     3       1       172     25      190     2.77e-26        102
g145.t1 Q4WBL6.2        36.416  173     102     3       1       172     25      190     3.40e-26        101
g207.t1 Q9BRT3.1        31.395  86      47      2       75      152     12      93      5.92e-07        48.9
g207.t1 Q148C8.1        31.395  86      47      2       75      152     12      93      1.38e-06        48.1
g207.t1 Q9CQ86.1        30.137  73      47      1       80      152     25      93      1.41e-05        45.4
g207.t1 Q9STZ2.2        39.474  38      20      1       122     156     166     203     0.030   37.4
g207.t1 Q4R5Y4.2        29.762  84      49      5       80      155     36      117     0.34    33.5
g213.t1 O65660.1        33.333  132     75      3       258     376     29      160     9.65e-15        75.1
g213.t1 Q9SIE7.1        31.818  154     84      5       242     376     11      162     1.07e-14        75.1
g217.t1 Q9SMX3.3        27.536  276     194     4       14      288     2       272     2.11e-28        113
g217.t1 P46274.1        25.993  277     199     4       14      288     1       273     6.09e-26        106
g217.t1 Q6K548.3        24.176  273     204     3       16      288     3       272     1.57e-23        100
g217.t1 P42054.2        25.979  281     194     7       14      288     2       274     7.66e-23        98.2
g217.t1 Q7F4F8.1        25.271  277     194     6       16      286     2       271     1.59e-22        97.4
g219.t1 P93111.1        67.017  476     153     1       68      543     75      546     0.0     672
g219.t1 P42804.2        66.522  460     152     1       83      542     79      536     0.0     652
g219.t1 P49294.2        64.894  470     157     4       76      543     63      526     0.0     631
g219.t1 Q42843.1        65.885  469     158     2       76      543     54      521     0.0     629
g219.t1 Q96563.1        65.639  454     155     1       91      543     6       459     0.0     612
g231.t1 Q8LI34.1        86.667  390     50      1       63      450     61      450     0.0     723
g231.t1 Q9FLF7.1        84.500  400     60      2       52      450     47      445     0.0     719
g231.t1 Q9LXD7.1        85.101  396     57      2       56      450     51      445     0.0     713
g231.t1 Q9H7Z6.2        53.015  398     173     5       65      449     55      451     2.66e-143       420
g231.t1 Q5XI06.1        50.812  431     187     7       40      449     25      451     4.90e-143       419
g232.t1 Q9USU9.1        26.047  430     226     15      17      421     6       368     1.96e-20        95.5
g232.t1 Q5RCU0.1        49.351  77      33      1       345     421     306     376     3.10e-13        73.9
g232.t1 Q5RCU0.1        46.032  63      27      1       1       63      1       56      1.09e-05        50.8
g232.t1 P52655.1        49.351  77      33      1       345     421     306     376     3.12e-13        73.9
g232.t1 P52655.1        46.032  63      27      1       1       63      1       56      1.02e-05        50.8
g232.t1 O08949.1        49.351  77      33      1       345     421     307     377     3.77e-13        73.9
g232.t1 O08949.1        46.032  63      27      1       1       63      1       56      1.09e-05        50.8
g232.t1 Q99PM3.2        49.351  77      33      1       345     421     308     378     3.83e-13        73.9
g232.t1 Q99PM3.2        46.032  63      27      1       1       63      1       56      1.14e-05        50.8
g236.t1 Q43117.1        78.218  505     104     2       100     603     84      583     0.0     823
g236.t1 Q40545.1        77.953  508     106     2       97      603     91      593     0.0     821
g236.t1 Q9LIK0.1        78.373  504     103     2       101     603     98      596     0.0     813
g236.t1 Q9FLW9.1        44.262  488     249     8       120     602     110     579     4.42e-132       401
g236.t1 Q40546.1        44.106  492     252     8       116     602     87      560     8.13e-130       395
g254.t1 Q07098.1        89.542  306     32      0       1       306     1       306     0.0     587
g254.t1 A2YEB4.1        88.235  306     36      0       1       306     1       306     0.0     583
g254.t1 Q9ZSE4.1        89.542  306     32      0       1       306     1       306     0.0     582
g254.t1 Q07099.1        88.889  306     34      0       1       306     1       306     0.0     581
g254.t1 A2X2G3.2        88.599  307     34      1       1       306     1       307     0.0     580
g259.t1 Q869L3.2        28.916  83      49      3       213     295     5313    5385    0.45    37.0
g262.t1 Q8RWG8.2        59.763  169     66      1       29      197     20      186     8.50e-69        213
g262.t1 P92985.1        54.167  168     73      2       29      195     17      181     2.77e-66        206
g262.t1 Q9LMK7.1        56.471  170     72      1       25      194     14      181     1.16e-64        202
g262.t1 P43487.1        44.693  179     91      4       31      201     19      197     7.43e-40        138
g262.t1 P34022.2        44.444  171     89      3       30      194     18      188     1.25e-39        137
g268.t1 Q93Z29.1        29.259  499     320     12      88      574     54      531     2.71e-51        187
g268.t1 Q9SHM1.1        27.642  492     336     8       89      575     36      512     5.03e-47        176
g268.t1 Q9C6L8.1        28.794  514     337     11      74      574     46      543     1.90e-45        172
g268.t1 Q9LS46.1        27.821  514     313     10      89      572     84      569     3.89e-45        172
g268.t1 Q9LPQ8.1        28.462  520     310     15      89      574     88      579     8.84e-45        171
g286.t1 Q9ZSW9.1        72.353  170     45      1       101     270     1       168     1.92e-85        255
g286.t1 Q5J907.1        71.765  170     46      1       101     270     1       168     2.84e-85        254
g286.t1 Q944T2.1        71.765  170     46      1       101     270     1       168     2.11e-83        250
g286.t1 Q9XHL7.1        70.588  170     48      1       101     270     1       168     3.30e-83        249
g286.t1 Q9ZRX0.1        72.353  170     44      2       101     270     1       167     4.05e-83        249
